-50	-50	40	
-50	-40	45	
-50	-30	40	
-50	-20	45	
-50	-10	40	
-50	0	45	
-50	10	40	
-50	20	45	
-50	30	40	
-50	40	45	

-40	-50	40	
-40	-40	45	
-40	-30	40	
-40	-20	45	
-40	-10	40	
-40	0	45	
-40	10	40	
-40	20	45	
-40	30	40	
-40	40	45	

-30	-50	40	
-30	-40	45	
-30	-30	40	
-30	-20	45	
-30	-10	40	
-30	0	45	
-30	10	40	
-30	20	45	
-30	30	40	
-30	40	45	

-20	-50	40	
-20	-40	45	
-20	-30	40	
-20	-20	45	
-20	-10	40	
-20	0	45	
-20	10	40	
-20	20	45	
-20	30	40	
-20	40	45	

-10	-50	40	
-10	-40	45	
-10	-30	40	
-10	-20	45	
-10	-10	40	
-10	0	45	
-10	10	40	
-10	20	45	
-10	30	40	
-10	40	45	

0	-50	40	
0	-40	45	
0	-30	40	
0	-20	45	
0	-10	40	
0	0	45	
0	10	40	
0	20	45	
0	30	40	
0	40	45	

10	-50	40	
10	-40	45	
10	-30	40	
10	-20	45	
10	-10	40	
10	0	45	
10	10	40	
10	20	45	
10	30	40	
10	40	45	

20	-50	40	
20	-40	45	
20	-30	40	
20	-20	45	
20	-10	40	
20	0	45	
20	10	40	
20	20	45	
20	30	40	
20	40	45	

30	-50	40	
30	-40	45	
30	-30	40	
30	-20	45	
30	-10	40	
30	0	45	
30	10	40	
30	20	45	
30	30	40	
30	40	45	

40	-50	40	
40	-40	45	
40	-30	40	
40	-20	45	
40	-10	40	
40	0	45	
40	10	40	
40	20	45	
40	30	40	
40	40	45	

