
8.66025	5	-5	


8.66025	5	-5	
28.6603	-5	5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	

8.66025	-5	-5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	5	
-11.3397	5	5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	5	
-11.3397	5	5	
8.66025	5	-5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	5	
-11.3397	5	5	
8.66025	5	-5	

8.66025	-5	-5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	5	
-11.3397	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	5	
-11.3397	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	5	
28.6603	5	5	


8.66025	5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	-15	
28.6603	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	-15	
-11.3397	5	-15	
8.66025	5	-5	

8.66025	-5	-5	
-11.3397	-5	5	
-11.3397	5	5	
8.66025	5	-5	

8.66025	-5	-5	
28.6603	-5	5	
28.6603	5	5	
8.66025	5	-5	

